city,state,date__,time__,shape,duration -- seconds,comments,date posted,latitude,longitude 
blairsville,pa,1997-02-15,23:35:00,light,300.0,Low flying aircraft hovering above elementary schoolIt was 11:35 pm and I was driving west from Bolivar Pa to blairsville on route,3/7/1998,40.4311111,-79.2611111
reno,nv,1997-11-15,03:50:00,triangle,1200.0,Listened to radio on the way from San Jose to Reno&#44 NV.  We listened to Artbell on his AM talk radio.  We just viewed what we thought w,1/28/1999,39.5297222,-119.8127778
glendale,az,1997-03-13,22:00:00,fireball,7200.0,Fireball on the top of  mountain behind Luke Air Force Base&#44 AZ.,5/29/2011,33.5386111,-112.1852778
atlantic city,wy,1997-08-22,23:30:00,light,30.0,bright shiny red globe moving slow but able to change direction quickly,5/24/2005,42.4966667,-108.73
tucson,az,1997-08-29,22:00:00,chevron,20.0,As we traveled the 10e freeway to Tucson the cheveron shaped craft approahed us as if it was going to land on the highway,10/30/2006,32.2216667,-110.9258333
harrisburg (area),pa,1997-04-15,22:30:00,formation,1200.0,Formation of lights observed over Three mile Island area. Exactly the same formation and sequencing of lights as seen in Pheonix about,8/10/1999,40.2736111,-76.8847222
tequesta,fl,1997-07-22,11:45:00,fireball,60.0,Saw object resembling firework flare streaking across sky.  First thought: shooting star but much too large for placement in sky.,9/26/1998,26.9677778,-80.1288889
chesterfield,mo,1997-07-04,21:18:00,light,2.0,Above us a bright bluish light appeared which lit up the sky then diminished to nothing.,9/26/1998,38.6630556,-90.5769444
phoenix,az,1997-02-11,11:00:00,cigar,600.0,I waked out my back door and saw something that looked like the Hindenberg zepplin.,1/7/2000,33.4483333,-112.0733333
kent (auburn&#44 over s. king co. valley),wa,1997-12-09,08:30:00,circle,300.0,Circular&#44 bright metallic object hovering&#44 seemingly dissapearing and reapearing in the same place high in the sky in South King County,4/25/2002,47.3811111,-122.2336111
troy,il,1997-07-04,20:00:00,circle,5.0,It was something not from this world.,4/14/2009,38.7291667,-89.8830556
east wenatchee,wa,1997-12-08,19:40:00,light,300.0,It was a ball of light that was orange in the center with a red haze around it. When it passed overhead it broke in two and continued o,1/28/1999,47.4158333,-120.2919444
ripley,tn,1997-06-15,15:00:00,unknown,300.0,Invisible but never the less still there.,10/12/2001,35.7452778,-89.5297222
alvarado,tx,1997-10-15,22:00:00,chevron,30.0,&quot;V&quot; Shaped craft over Night Sky in Alvarado TX. Oct. 1997,10/31/2003,32.4063889,-97.2113889
round rock,tx,1997-04-01,10:00:00,triangle,900.0,We never heard any aircraft noises.,8/28/2002,30.5080556,-97.6786111
waldorf,md,1997-10-15,21:30:00,light,420.0,Three circular lights fuse into one and become an intensly bright beacon,4/27/2004,38.6244444,-76.9394444
huntington beach,ca,1997-10-12,18:30:00,sphere,20.0,Sphere chased by Huntington Beach Helocopter,10/20/2005,33.6602778,-117.9983333
knoxville,tn,1997-06-10,16:00:00,triangle,60.0,Myself and a friend was traveling north on whittle springs roads. As we approach the stop at the corner of edgewood. We both notice thi,2/21/2014,35.9605556,-83.9208333
crete,ne,1997-07-05,00:00:00,light,600.0,A bright light seen in the sky&#44 when observed through binoculars seen as a bright light surrounded by three to five others,9/26/1998,40.6277778,-96.9611111
lubbock,tx,1997-03-13,17:00:00,triangle,1200.0,March 1997 Lubbock&#44 Texas a large triangular shaped&#44 lighted object with instruments showing hovered for 15m+...shot away,1/10/2009,33.5777778,-101.8547222
rutherfordton,nc,1997-08-16,12:00:00,cigar,25200.0,A cigar shaped craft with 2 6-ft tall beings obucted me and later crashed in the mountians of lake lure.,10/31/2003,35.3691667,-81.9569444
coopersville,mi,1997-07-07,23:00:00,unknown,64800.0,Fireball impact &#44 intelligent colorful lights&#44 orbs&#44 invisible crafts &#44 mind-control&#44 odd animal behavior&#44 alien body,1/31/2011,43.0638889,-85.9347222
chester,nj,1997-11-15,23:00:00,circle,240.0,Seven UFO&#39s zigzagging in formation across the night sky,3/31/2008,40.7841667,-74.6972222
wichita,ks,1997-08-06,05:55:00,light,30.0,Lights hanging in sky northeast of home,1/28/1999,37.6922222,-97.3372222
collinsville,il,1997-07-04,21:40:00,light,4.0,A blue light streaked across the sky at high speed for a couple seconds.  It was accompained by a crackling of burning sound.,9/26/1998,38.6702778,-89.9844444
cedar rapids,ia,1997-05-01,22:00:00,triangle,900.0,Cedar Rapids Iowa   blue lights hovering in the shape of a &quot;V&quot; with no sound and two witnesses,3/4/2008,42.0083333,-91.6438889
colfax (closer to weimar),ca,1997-07-25,03:00:00,fireball,60.0,Early in the morning&#44 I awoke&#44 rapidly sitting up in bed as if awakened by a bad dream. Without any thought or autonomy on my part&#44 I g,9/19/2002,39.1008333,-120.9522222
st. paul,mn,1997-11-28,00:45:00,fireball,5.0,An orange &quot;shooting star&quot; in the SSE area of the sky.,6/2/1998,44.9444444,-93.0930556
buckeye,az,1997-08-08,02:35:00,light,120.0,bright blue light going east to west went from horizon to horizon in less than 2 min at estimated alt of 35&#44000 feet indicating very gr,1/11/2002,33.3702778,-112.5830556
millstadt,il,1997-07-04,21:00:00,light,5.0,MISSOURI INVESTIGATORS GROUP Report:  We were in the back yard in IL (USA) and we saw a blue light right at the roofline.,12/12/2009,38.4613889,-90.0916667
bellingham,wa,1997-11-14,22:25:00,formation,90.0,Consistent with behavior of object burning on re-entry,1/28/1999,48.7597222,-122.4869444
sioux city,ia,1997-08-17,22:30:00,triangle,10.0,the 4 of us saw a totally black triangle  shaped object  with no lights or sound fly over head blackining the stars out.,6/12/2002,42.5,-96.4
seattle,wa,1997-11-12,17:30:00,light,8.0,Looked up in the sky in a S-SW direction.  Noticed 2 &quot;stars&quot; that were moving together at the same speed.  They traveled for about 3 se,1/28/1999,47.6063889,-122.3308333
fairfield,ia,1997-07-15,17:00:00,sphere,1800.0,extremely bright reflective sphere changed into eccentric cigar chape,10/2/1999,41.0086111,-91.9625
navarre,fl,1997-07-30,20:00:00,circle,600.0,Several bright lights that seemed to appear and disappear.  They were so bright they made the evening sky illuminate.  The clouds were,9/26/1998,30.4013889,-86.8636111
allison park,pa,1997-12-16,19:55:00,hexagon,240.0,A long hexagon shaped object crossed the sky just north of Pittsburgh&#44PA&#44 with heading northeast and moving at a speed that I estimate,3/7/1998,40.5594444,-79.9588889
prescott,az,1997-03-13,20:15:00,formation,300.0,Chevron formation of five white lights&#44 plus other strange things.,3/2/2004,34.54,-112.4677778
weehawken,nj,1997-10-23,22:30:00,other,4.0,Green orb without streaking&#44 incoming over Hudson River between NYC &amp; NJ. A high-speed descent that looked like it was destined to cras,1/28/1999,40.7694444,-74.0208333
columbus,oh,1997-01-10,22:00:00,triangle,15.0,Very large triangular craft moved silently and darkly (no lights) very fast through dark Columbus OH night.,2/1/2007,39.9611111,-82.9988889
gaston,sc,1997-07-12,01:30:00,light,15.0,I drive a sweeping truck for a living&#44and this night an employee and i were heading to our next stop&#44when we both noticed a red light s,1/28/1999,33.8169444,-81.1011111
rock hill,ny,1997-11-20,18:00:00,triangle,60.0,While driving west bound on Route 17 near Rock Hill&#44 New York&#44 my wife&#44son and myself saw a triangle shaped object moving across the hi,1/28/1999,41.6258333,-74.5980556
long beach,ny,1997-01-15,17:30:00,egg,300.0,A bright luminesant egg shaped object aproached the beach from the south and hovered with out sound for three mins.,3/7/1998,40.5883333,-73.6583333
oroville,wa,1997-11-14,19:30:00,triangle,90.0,7 lights 1 amber at the point the remaining 6 were red with 3 down each side.It was huge and silent.It passed by extremely low in the v,11/30/1999,48.9391667,-119.4344444
freeport,il,1997-05-03,23:30:00,triangle,300.0,Huge&#44 black&#44silent&#44 triangular craft seen moving low over house with 2 witnesses present.  What was this thing?,5/24/2005,42.2966667,-89.6211111
parkersburg (10 miles south of ohio/w.virginia border near),wv,1997-08-15,04:00:00,triangle,600.0,Observed silent&#44 slow moving craft moving in Northeasterly direction. Lost sight as it moved over hills.,2/24/2001,39.2666667,-81.5616667
brighton (west of detroit),mi,1997-08-31,22:30:00,rectangle,600.0,A rectangular shaped object like a harmonica with the square holes brilliant white&#44 stationary at 30 degrees over Detroit.  IMMENSE siz,1/11/2002,42.5294444,-83.7802778
auburn,ca,1998-11-19,15:45:00,sphere,600.0,I was WB I-80.  Sun behind high clouds&#44 grey/yellow in color&#44 and bright. Saw other bright area approx. 50 degrees to the south. not as,1/28/1999,38.8966667,-121.0758333
hartford,ct,1998-11-23,20:08:00,circle,240.0,Three circular objects in the sky floated at a high altitude &#44 seemed like spotlights but there no obvious source for spotlights&#44 were,2/16/1999,41.7636111,-72.6855556
amherst (near high peak),va,1998-02-19,00:01:00,triangle,1800.0,I  woke  up&#44 do  to  the  moonlight  shining  in  my  eyes. And  I  looked  out  the  window  and  saw  a  kind  of  yellow  ball  movi,3/18/2014,37.585,-79.0516667
salt lake city,ut,1998-05-17,23:30:00,triangle,10.0,My father was outside looking at stars&#44 and he came in to get me. He told me that he had seen three lights go across the sky at a very,1/28/1999,40.7608333,-111.8902778
crystal falls,mi,1998-09-28,14:30:00,light,300.0,I saw a moving light in the sky that wobled about as bright as jupiter But moving i could also see jupiter off to the side i then saw a,9/19/2002,46.0980556,-88.3338889
aurora,co,1998-11-20,20:00:00,triangle,600.0,Triangle shaped object traveling slowly over Colorado neighborhood,12/3/2004,39.7294444,-104.8313889
pasadena,ca,1998-09-15,20:00:00,fireball,20.0,I only submit this because of the increased number of sky sightings the past 10 days- what I saw was the largest shooting star [?] that,9/26/1998,34.1477778,-118.1436111
maple shade,nj,1998-05-29,03:00:00,sphere,20.0,Thought it was the North Star. Same brightness&#44 color and size. Moved east to north in the NE sky about 60 deg. above the horizon.,11/21/1998,39.9525,-74.9927778
eagle county,co,1998-03-12,01:10:00,fireball,1.0,I have seen 5 greenish/blue fireballs in the course of a 2 week period&#44 above and around the Eagle County area of Colorado.,1/28/1999,39.6552778,-106.8280556
ashland (outside douglas co.),ne,1998-04-15,03:30:00,fireball,1800.0,I remember this date and time distinctively &#44 as it wax tax day &#44 my first year in buisness .A friend and myself decided to go catf,4/27/2004,41.0391667,-96.3680556
roswell,nm,1998-03-15,00:00:00,triangle,60.0,We were traveling north on US285 about 35 miles north of Roswell NM.  A large triangular shaped craft appeared seemingly from nowhere a,4/14/2009,33.3941667,-104.5225
algonac,mi,1998-06-30,04:15:00,triangle,1200.0,there were three lights which made a triangle in the skys over Canada. the light would grow bright enuff to light up the sky and then d,6/20/2011,42.6183333,-82.5311111
pasadena,md,1998-06-30,20:40:00,cigar,120.0,A long&#44 white cigar shaped object flew across the sky&#44 disappearing a couple of times&#44 then shooting straight up.,11/21/1998,39.1072222,-76.5713889
perryville,mo,1998-08-15,11:00:00,fireball,120.0,FAST MOVING&#44 COLOR CHANGING OBJECT.,8/30/2013,37.7241667,-89.8611111
ossipee,nh,1998-02-23,05:30:00,light,60.0,A bright light in the sky traveled from east to west across the road at approximately 200 mph then stopped suddenly and went straight d,1/28/1999,43.6852778,-71.1172222
lafayette,co,1998-12-13,02:00:00,other,7200.0,Event was a meteor shower.  5 meteors spotted in one hour plus 6 regular shooting stars.,1/28/1999,39.9936111,-105.0891667
binghamton,ny,1998-08-01,00:00:00,sphere,300.0,A red sphere glowing object that moved extremely fast from place to place&#44 hovered over the house&#44 and then disappeared in a second.,3/19/2009,42.0986111,-75.9183333
orlando,fl,1998-03-07,18:45:00,light,120.0,We saw 2white lights in the sky about 300 yards apart and 30 feet in diameter. One was close to a cloud&#44 and dissapeared behind the cou,1/28/1999,28.5380556,-81.3794444
rochester,ny,1998-07-21,12:00:00,other,120.0,I was with my brother in my front yard&#44 when I noticed a slow blinking light up in the sky. I knew it wasn&#39t a satilite because it was,6/23/1999,43.1547222,-77.6158333
colorado springs (north of&#44 on i-25),co,1998-01-11,00:10:00,fireball,15.0,A friend and I witnessed a pulsating&#44 intensely bright&#44 fireball near I-25 between Colorado Springs and Castle Rock. The fireball broke,9/19/2002,38.8338889,-104.8208333
southampton,ny,1998-07-27,03:00:00,changing,1800.0,A lot of different lights bouncing around a center light. It had reappearing lights and lines.,11/21/1998,40.8841667,-72.39
arlington,vt,1998-04-15,22:00:00,light,1800.0,Were those points of light really satellites?,10/12/2001,43.0747222,-73.1544444
roanoke,va,1998-04-15,17:44:00,fireball,120.0,IT WAS A BRIGHT BALL OF LIGHT OVER THE BLUE RIDGE MOUTAINS.IT MOVED TO THE LEFT MOVED TO THE RIGHT THEN WENT SOUTH WEST THEN WITHIN ABL,6/18/1998,37.2708333,-79.9416667
dunkirk,md,1998-11-28,17:30:00,other,60.0,fast moving craft at a very high altidude&#44 after sun set,1/28/1999,38.7216667,-76.6608333
glenview,il,1998-04-18,21:30:00,triangle,600.0,We were watching a movie when one of my freind saw something out of the window. he called all of us over to look at it. A couple days l,1/28/1999,42.0697222,-87.7877778
st. louis,mo,1998-06-06,23:15:00,diamond,4.0,Saw hourglass shape object travel at a great speed across horizon going east to west. object covered distance in about 3 or 4 seconds.,2/22/2002,38.6272222,-90.1977778
chandler,az,1998-07-18,02:15:00,light,1440.0,UFO drops liquid mettalics into my yard.,2/18/2001,33.3061111,-111.8405556
redmond (due east of&#44 beyond issaquah&#44 near mtns.),wa,1998-12-14,15:25:00,disk,60.0,Work at Microsoft Redwest&#44 was crossing to Cafe for coffee break&#44 and looked to east at Cascades&#44 suddenly saw 2 objects coming north t,11/20/2002,47.6741667,-122.1202778
woodstock,il,1998-05-30,01:40:00,cigar,20.0,I looked up in the sky and  saw a green luminous cigar shaped craft.  Right when I saw it it took off .  A few seconds latr it came bac,6/18/1998,42.3147222,-88.4486111
new rochelle,ny,1998-07-10,15:00:00,cigar,10.0,A Shuttle Like UFO hovering in the West End part of New Rochelle&#44 New York for seconds before vanishing,5/15/2006,40.9113889,-73.7827778
lincolnshire,il,1998-12-10,04:55:00,fireball,7.0,Red fireball travelling south to north with tail 4 or 5 times size of object. Lasted 7 seconds then winked out.,1/28/1999,42.19,-87.9083333
bayfield,co,1998-10-01,05:30:00,light,1800.0,Large light object in sky with lightning storm and huge beam of light from below in  southern Colorado,1/3/2001,37.2255556,-107.5975
west palm beach,fl,1998-03-07,18:45:00,circle,300.0,Two bright circle lights seen in West Palm Beach&#44 Florida.,8/28/2003,26.7052778,-80.0366667
kissimmee,fl,1998-03-26,21:45:00,light,300.0,four bright amber lights in a row moving from east to southwest,1/28/1999,28.2916667,-81.4077778
jonesboro (near),la,1998-12-31,23:00:00,changing,180.0,Slow pink blob,11/26/2003,32.2411111,-92.7158333
albuquerque,nm,1998-08-01,23:00:00,triangle,600.0,Triangular UFO over South Valley High School,6/20/2005,35.0844444,-106.6505556
knoxville,tn,1998-10-15,14:00:00,cylinder,300.0,metallic cylinder hovering above city.,11/26/2003,35.9605556,-83.9208333
portland,or,1998-09-23,18:35:00,other,600.0,Same night as green fireball seen from Eugene to Seattle&#44 and a report of sivlery UFO seen in Vancouver (heard on Art Bell) an unusual,9/26/1998,45.5236111,-122.675
murray,ut,1998-10-12,07:00:00,light,300.0,It was a red light in the north west sky. it rose very slowly for about three minetes and then droped down flashing red and white.To sl,11/19/1998,40.6669444,-111.8872222
asheville,nc,1998-10-15,19:00:00,light,1800.0,red drifting light about 50 degrees in the western sky slowly drifting up and to the north would get very bright then fade but not puls,1/7/2000,35.6008333,-82.5541667
